caseid,weight,vote2020,biden_winner,pres_vote,birthyr,age,age9,gender,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,educ7,hispanic,ethnicity,votereg,wave
59988250,0.995161337184032,I am sure I voted,Definitely the rightful winner,Joe Biden,1953,67,65 - 74,Female,Widowed,Retired,"$40,000 - $49,999",Republican,Not very strong Republican,Donald Trump,84041,Utah,Some college,No,White,Yes,13
54340270,0.973017704113896,I am sure I voted,Definitely the rightful winner,Joe Biden,1960,60,55 - 64,Male,Never married,Full-time,"$50,000 - $59,999",Independent,Lean Democrat,Hillary Clinton,46322,Indiana,Some college,No,White,Yes,13
307137652,1.11120868424743,I am sure I voted,Definitely the rightful winner,Joe Biden,1992,28,25 - 34,Male,Married,Full-time,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,80010,Colorado,Some college,No,Hispanic/Latino/Chicano/a,Yes,13
36525346,1.19041128498133,I am sure I voted,Definitely not the rightful winner,Donald Trump,1955,65,65 - 74,Female,Married,Full-time,"$60,000 - $69,999",Independent,Lean Republican,Donald Trump,97478,Oregon,Some college,No,White,Yes,13
220201879,0.897561769186548,I am sure I voted,Definitely the rightful winner,Joe Biden,1980,40,35 - 44,Male,Never married,Unemployed,"$20,000 - $29,999",Independent,Independent,Did not vote for President,32059,Florida,High school diploma or the equivalent (GED),No,White,Yes,13
146689432,1.29801843425129,I am sure I voted,Definitely not the rightful winner,Donald Trump,1964,56,55 - 64,Male,Never married,Other,"$60,000 - $69,999",Republican,Strong Republican,Donald Trump,32404,Florida,Bachelor's degree,No,White,Yes,13
404415292,0.827232175278783,I am sure I voted,Definitely the rightful winner,Joe Biden,1999,21,18 - 24,Male,Domestic / civil partnership,Student,Prefer not to say,Democrat,Strong Democrat,Did not vote for President,10022,New York,Some college,No,White,Yes,13
130087969,1.07445208331095,I am sure I voted,Probably the rightful winner,Donald Trump,1937,83,75 - 84,Male,Married,Retired,"$60,000 - $69,999",Independent,Independent,Donald Trump,20872,Maryland,High school diploma or the equivalent (GED),No,White,Yes,13
220713784,0.764701157922805,I am sure I voted,Definitely the rightful winner,Joe Biden,1990,30,25 - 34,Female,Married,Homemaker,"$40,000 - $49,999",Independent,Independent,Did not vote for President,15445,Pennsylvania,High school diploma or the equivalent (GED),No,White,Yes,13
142353712,0.45448681311658,I am sure I voted,Definitely the rightful winner,Someone else,1953,67,65 - 74,Female,Married,Retired,Prefer not to say,Not sure,Independent,Other,29501,South Carolina,High school diploma or the equivalent (GED),No,White,Yes,13
6311515,0.522464282391635,I am sure I voted,Definitely the rightful winner,Joe Biden,1959,61,55 - 64,Male,Married,Retired,"$80,000 - $99,999",Independent,Independent,Jill Stein,29745,South Carolina,High school diploma or the equivalent (GED),No,Multi-racial,Yes,13
58665907,1.2063909417034,I did not vote in the election this November,Definitely the rightful winner,NA,1983,37,35 - 44,Male,Married,Full-time,"$40,000 - $49,999",Democrat,Not very strong Democrat,Did not vote for President,60634,Illinois,High school diploma or the equivalent (GED),Yes,Multi-racial,Yes,13
67831207,1.2039327269154,I am sure I voted,Definitely not the rightful winner,Donald Trump,1942,78,75 - 84,Female,Widowed,Retired,"$30,000 - $39,999",Republican,Strong Republican,Donald Trump,77546,Texas,High school diploma or the equivalent (GED),No,White,Yes,13
327107656,0.921870585370177,I am sure I voted,Definitely the rightful winner,Joe Biden,1958,62,55 - 64,Male,Divorced,Full-time,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,32806,Florida,Associate's degree,No,Multi-racial,Yes,13
338477560,0.876956739785214,I am sure I voted,Definitely the rightful winner,Joe Biden,1996,24,18 - 24,Female,Never married,Full-time,"$60,000 - $69,999",Democrat,Strong Democrat,Did not vote for President,60005,Illinois,Master's degree,No,White,Yes,13
339964036,0.985375576505884,"I thought about voting this time, but didn't",Probably the rightful winner,NA,1978,42,35 - 44,Female,Married,Full-time,"$150,000 - $199,999",Independent,Independent,Donald Trump,93619,California,Some college,No,White,Yes,13
156494686,0.345320062313022,I am sure I voted,Definitely the rightful winner,Joe Biden,1987,33,25 - 34,Male,Never married,Part-time,"$20,000 - $29,999",Democrat,Strong Democrat,Jill Stein,50014,Iowa,High school diploma or the equivalent (GED),No,White,Yes,13
134772178,1.17989216228914,I am sure I voted,Definitely the rightful winner,Joe Biden,1956,64,55 - 64,Female,Widowed,Retired,"$20,000 - $29,999",Independent,Independent,Donald Trump,61443,Illinois,High school diploma or the equivalent (GED),No,White,Yes,13
145514845,1.02905252859837,I am sure I voted,Definitely the rightful winner,Joe Biden,1978,42,35 - 44,Female,Domestic / civil partnership,Full-time,"$70,000 - $79,999",Independent,Lean Democrat,Hillary Clinton,70043,Louisiana,Professional or doctorate degree,No,White,Yes,13
136507069,0.901991481538691,I am sure I voted,Definitely the rightful winner,Joe Biden,1949,71,65 - 74,Female,Divorced,Part-time,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,34667,Florida,High school diploma or the equivalent (GED),No,White,Yes,13
120732454,1.20316705666853,I am sure I voted,Probably not the rightful winner,Donald Trump,1957,63,55 - 64,Female,Married,Retired,"$20,000 - $29,999",Republican,Strong Republican,Donald Trump,85331,Arizona,High school diploma or the equivalent (GED),No,White,Yes,13
359819164,1.05301904636555,I am sure I voted,Definitely the rightful winner,Someone else,1989,31,25 - 34,Female,Never married,Full-time,Prefer not to say,Democrat,Not very strong Democrat,Hillary Clinton,23805,Virginia,Master's degree,No,White,Yes,13
201255214,0.804556946814284,I am sure I voted,Definitely the rightful winner,Joe Biden,1947,73,65 - 74,Female,Widowed,Retired,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,15644,Pennsylvania,High school diploma or the equivalent (GED),No,White,Yes,13
222857518,1.05813052113895,I am sure I voted,Definitely the rightful winner,Joe Biden,1995,25,25 - 34,Female,Married,Full-time,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,60626,Illinois,Bachelor's degree,No,White,Yes,13
54422998,0.560989406665574,I am sure I voted,Definitely the rightful winner,Joe Biden,1958,62,55 - 64,Male,Married,Retired,"$50,000 - $59,999",Independent,Lean Democrat,Jill Stein,33009,Florida,Did not graduate from high school,No,White,Yes,13
366903928,0.986009650715755,I am sure I voted,Definitely the rightful winner,Joe Biden,1977,43,35 - 44,Male,Never married,Unemployed,"Less than $10,000",Democrat,Strong Democrat,Did not vote for President,20902,Maryland,Some college,No,White,Yes,13
336210988,0.936743162460384,I am sure I voted,Probably the rightful winner,Someone else,1984,36,35 - 44,Female,Never married,Part-time,"Less than $10,000",Independent,Lean Democrat,Did not vote for President,12603,New York,Did not graduate from high school,No,White,Yes,13
140471785,1.10189649783883,I did not vote in the election this November,Definitely the rightful winner,NA,1973,47,45 - 54,Female,Widowed,Part-time,"$50,000 - $59,999",Republican,Not very strong Republican,Did not vote for President,34667,Florida,Some college,No,White,No,13
178132474,0.966338352064949,I did not vote in the election this November,Definitely not the rightful winner,NA,1992,28,25 - 34,Male,Domestic / civil partnership,Full-time,"$60,000 - $69,999",Not sure,Independent,Did not vote for President,44281,Ohio,High school diploma or the equivalent (GED),No,White,No,13
61832071,0.745579075000695,I am sure I voted,Definitely the rightful winner,Joe Biden,1942,78,75 - 84,Female,Married,Retired,"$40,000 - $49,999",Democrat,Strong Democrat,Hillary Clinton,89506,Nevada,Some college,No,White,Yes,13
213251656,0.401694230271942,I am sure I voted,Probably the rightful winner,Joe Biden,1960,60,55 - 64,Male,Never married,Retired,"$20,000 - $29,999",Democrat,Not very strong Democrat,Other,39047,Mississippi,High school diploma or the equivalent (GED),No,White,Yes,13
205426126,0.854478029655259,I am sure I voted,Definitely the rightful winner,Joe Biden,1960,60,55 - 64,Female,Married,Homemaker,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,95350,California,Some college,No,White,Yes,13
216395635,1.10859660831215,I did not vote in the election this November,Definitely the rightful winner,NA,2000,20,18 - 24,Male,Never married,Permanently disabled,"$20,000 - $29,999",Independent,Independent,Did not vote for President,33801,Florida,High school diploma or the equivalent (GED),No,White,No,13
418339666,0.852188738255582,I am sure I voted,Definitely not the rightful winner,Donald Trump,1992,28,25 - 34,Female,Never married,Part-time,"$60,000 - $69,999",Republican,Not very strong Republican,Did not vote for President,78245,Texas,Some college,No,White,Yes,13
309333316,1.07536363590763,I am sure I voted,Definitely the rightful winner,Joe Biden,1968,52,45 - 54,Female,Married,Part-time,"$80,000 - $99,999",Independent,Lean Democrat,Hillary Clinton,40504,Kentucky,Associate's degree,No,White,Yes,13
62674705,0.964873373635424,I am sure I voted,Definitely not the rightful winner,Donald Trump,1970,50,45 - 54,Male,Married,Full-time,"$120,000 - $149,999",Republican,Strong Republican,Did not vote for President,80504,Colorado,High school diploma or the equivalent (GED),No,White,Yes,13
7993786,0.508157946805148,I am sure I voted,Definitely the rightful winner,Joe Biden,1957,63,55 - 64,Female,Never married,Full-time,"$50,000 - $59,999",Independent,Lean Democrat,Gary Johnson,87801,New Mexico,Master's degree,No,White,Yes,13
58647235,0.901991481538691,I am sure I voted,Definitely the rightful winner,Joe Biden,1946,74,65 - 74,Female,Divorced,Retired,Prefer not to say,Democrat,Not very strong Democrat,Hillary Clinton,37076,Tennessee,High school diploma or the equivalent (GED),No,White,Yes,13
347239300,0.533160654237506,I am sure I voted,Definitely the rightful winner,Joe Biden,1996,24,18 - 24,Female,Never married,Full-time,"$70,000 - $79,999",Democrat,Strong Democrat,Gary Johnson,21214,Maryland,Bachelor's degree,No,White,Yes,13
205812916,0.435015121881475,I am sure I voted,Definitely the rightful winner,Someone else,1963,57,55 - 64,Male,Married,Retired,"$80,000 - $99,999",Independent,Independent,Gary Johnson,48239,California,Associate's degree,No,Other,Yes,13
141214354,1.29801843425129,I am sure I voted,Probably the rightful winner,Donald Trump,1964,56,55 - 64,Male,Married,Full-time,"$100,000 - $119,999",Independent,Independent,Donald Trump,30115,Georgia,Bachelor's degree,No,White,Yes,13
53964094,0.901991481538691,I am sure I voted,Definitely the rightful winner,Joe Biden,1954,66,65 - 74,Female,Widowed,Retired,"$40,000 - $49,999",Democrat,Not very strong Democrat,Hillary Clinton,70611,Louisiana,High school diploma or the equivalent (GED),No,White,Yes,13
131449177,1.07445208331095,I am sure I voted,Definitely not the rightful winner,Donald Trump,1934,86,85 or older,Male,Widowed,Retired,"$20,000 - $29,999",Republican,Strong Republican,Donald Trump,25428,West Virginia,High school diploma or the equivalent (GED),No,White,Yes,13
36575824,0.764701157922805,I did not vote in the election this November,Definitely the rightful winner,NA,1976,44,35 - 44,Female,Married,Homemaker,Prefer not to say,Independent,Lean Republican,Did not vote for President,28405,North Carolina,High school diploma or the equivalent (GED),No,White,No,13
175040230,1.2039327269154,I am sure I voted,Definitely not the rightful winner,Donald Trump,1943,77,75 - 84,Female,Widowed,Retired,"$120,000 - $149,999",Republican,Strong Republican,Donald Trump,21902,Maryland,High school diploma or the equivalent (GED),No,White,Yes,13
172750327,0.901991481538691,I am sure I voted,Definitely the rightful winner,Joe Biden,1953,67,65 - 74,Female,Married,Retired,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,40744,Kentucky,High school diploma or the equivalent (GED),No,White,Yes,13
312022324,1.09130885267063,I am sure I voted,Definitely the rightful winner,Joe Biden,1964,56,55 - 64,Female,Never married,Permanently disabled,"$40,000 - $49,999",Republican,Not very strong Republican,Hillary Clinton,32707,Florida,Master's degree,No,White,Yes,13
131804596,0.941946616546689,I am sure I voted,Definitely not the rightful winner,Donald Trump,1950,70,65 - 74,Female,Widowed,Retired,"$20,000 - $29,999",Republican,Strong Republican,Donald Trump,45804,Ohio,High school diploma or the equivalent (GED),No,White,Yes,13
191668606,0.924246665407341,I am sure I voted,Definitely not the rightful winner,Donald Trump,1948,72,65 - 74,Female,Widowed,Part-time,"Less than $10,000",Not sure,Not sure,Did not vote for President,29582,South Carolina,High school diploma or the equivalent (GED),No,White,Yes,13
222860482,1.05671264404915,I am sure I voted,Definitely the rightful winner,Joe Biden,1978,42,35 - 44,Female,Married,Retired,Prefer not to say,Democrat,Strong Democrat,Did not vote for President,78130,Texas,Bachelor's degree,No,White,Yes,13
223305568,0.909325413789336,I am sure I voted,Definitely the rightful winner,Joe Biden,1960,60,55 - 64,Male,Divorced,Full-time,"$120,000 - $149,999",Democrat,Not very strong Democrat,Hillary Clinton,48073,Michigan,Professional or doctorate degree,Yes,White,Yes,13
140562901,0.817430828971743,I am sure I voted,Definitely the rightful winner,Joe Biden,1949,71,65 - 74,Female,Married,Retired,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,95076,California,High school diploma or the equivalent (GED),No,White,Yes,13
134077609,1.19440650281893,I am sure I voted,Probably not the rightful winner,Donald Trump,1991,29,25 - 34,Female,Divorced,Full-time,"$60,000 - $69,999",Republican,Not very strong Republican,Did not vote for President,34212,Florida,High school diploma or the equivalent (GED),Yes,Multi-racial,Yes,13
67934608,1.00535574455292,I am sure I voted,Probably the rightful winner,Donald Trump,1942,78,75 - 84,Male,Married,Retired,"$70,000 - $79,999",Republican,Strong Republican,Donald Trump,66061,Kansas,Bachelor's degree,No,White,Yes,13
190371448,0.754117404623115,I am sure I voted,Definitely the rightful winner,Joe Biden,1959,61,55 - 64,Male,Widowed,Unemployed,"$10,000 - $19,999",Democrat,Strong Democrat,Did not vote for President,12308,New York,Some college,No,Black or African American,Yes,13
132293200,1.30157172955884,I am sure I voted,Definitely not the rightful winner,Donald Trump,1949,71,65 - 74,Female,Married,Retired,Prefer not to say,Republican,Strong Republican,Donald Trump,29730,South Carolina,Associate's degree,No,White,Yes,13
360803410,0.941946616546689,I am sure I voted,Definitely not the rightful winner,Donald Trump,1953,67,65 - 74,Female,Married,Retired,"$80,000 - $99,999",Republican,Strong Republican,Donald Trump,66061,Kansas,High school diploma or the equivalent (GED),No,White,Yes,13
401353186,0.838047653496065,I am sure I voted,Definitely the rightful winner,Joe Biden,1981,39,35 - 44,Female,Divorced,Unemployed,Prefer not to say,Democrat,Not very strong Democrat,Did not vote for President,44112,Ohio,Some college,Yes,Black or African American,Yes,13
159406414,0.805121852651626,I am sure I voted,Definitely the rightful winner,Joe Biden,1976,44,35 - 44,Female,Married,Full-time,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,44134,Ohio,Master's degree,No,White,Yes,13
407358958,0.913866394699789,I am sure I voted,Definitely the rightful winner,Joe Biden,1954,66,65 - 74,Female,Widowed,Retired,"$10,000 - $19,999",Democrat,Strong Democrat,Did not vote for President,91607,California,Some college,No,White,Yes,13
138386803,0.965151925743885,I am sure I voted,Definitely the rightful winner,Joe Biden,1947,73,65 - 74,Female,Divorced,Retired,"$20,000 - $29,999",Other,Independent,Hillary Clinton,29210-7187,South Carolina,Bachelor's degree,No,White,Yes,13
303441622,1.01147119970382,I am sure I voted,Definitely the rightful winner,Joe Biden,1992,28,25 - 34,Female,Domestic / civil partnership,Homemaker,"$40,000 - $49,999",Democrat,Not very strong Democrat,Did not vote for President,78676,Texas,Some college,No,Hispanic/Latino/Chicano/a,Yes,13
311568850,1.05671264404915,I did not vote in the election this November,Definitely the rightful winner,NA,1985,35,35 - 44,Female,Married,Other,"$100,000 - $119,999",Not sure,Not sure,Did not vote for President,34759,Florida,Bachelor's degree,No,White,No,13
222856825,1.08423818377985,I am sure I voted,Definitely the rightful winner,Joe Biden,1991,29,25 - 34,Female,Domestic / civil partnership,Full-time,"$80,000 - $99,999",Democrat,Not very strong Democrat,Did not vote for President,16822,Pennsylvania,Bachelor's degree,No,White,Yes,13
